8	0.6153846153846154	0	0.0	0	0.0	3	0.23076923076923078	1.6691803368667308				1
7	0.5833333333333334	0	0.0	2	0.18181818181818182	7	0.5833333333333334	1.2806721295208872				1
19	0.95	2	0.1	1	0.05	9	0.45	1.5128876215181606				1
7	0.7	0	0.0	2	0.2222222222222222	3	0.3	0.8812908992306927				1
9	0.75	1	0.3333333333333333	0	0.0	1	0.08333333333333333	0.8166890883150209				1
7	0.7	0	0.0	0	0.0	0	0.0	0.4689955935892812				1
2	0.3333333333333333	0	0.0	0	0.0	0	0.0	1.4591479170272448				1
8	0.7272727272727273	0	0.0	0	0.0	0	0.0	0.4394969869215134				1
13	0.8666666666666667	1	0.09090909090909091	0	0.0	0	0.0	0.35335933502142136				1
10	0.7142857142857143	0	0.0	0	0.0	0	0.0	0.9402859586706309				1
13	0.8125	0	0.0	0	0.0	0	0.0	1.2987949406953985				1
14	0.875	0	0.0	0	0.0	0	0.0	0.8112781244591328				1
4	0.36363636363636365	0	0.0	0	0.0	0	0.0	0.8453509366224365				1
2	0.3333333333333333	0	0.0	0	0.0	0	0.0	0.0				1
6	0.5	0	0.0	0	0.0	0	0.0	0.0				1
9	0.6	0	0.0	0	0.0	0	0.0	0.0				1
15	0.9375	0	0.0	0	0.0	0	0.0	1.0				1
17	0.9444444444444444	0	0.0	0	0.0	0	0.0	0.964078764808229				1
13	0.8125	0	0.0	0	0.0	0	0.0	0.9544340029249649				1
0	0.0	0	0.0	0	0.0	0	0.0	0.0				1
10	0.5555555555555556	0	0.0	0	0.0	0	0.0	0.0				1
8	0.4	0	0.0	0	0.0	0	0.0	0.0				1
8	0.42105263157894735	0	0.0	0	0.0	1	0.05263157894736842	0.2974722489192896				1
10	0.5882352941176471	0	0.0	0	0.0	2	0.11764705882352941	1.496065911543853				1
11	0.6470588235294118	0	0.0	0	0.0	13	0.7647058823529411	0.7871265862012691				1
16	0.9411764705882353	0	0.0	0	0.0	16	0.9411764705882353	0.3227569588973982				1
15	0.8823529411764706	0	0.0	0	0.0	14	0.8235294117647058	0.6722948170756379				1
9	0.75	0	0.0	0	0.0	10	0.8333333333333334	0.6500224216483541				1
7	0.6363636363636364	0	0.0	0	0.0	9	0.8181818181818182	0.6840384356390417				1
12	0.8	0	0.0	0	0.0	15	1.0	0.0				1
4	0.36363636363636365	0	0.0	0	0.0	9	0.8181818181818182	0.6840384356390417				1
9	0.9	0	0.0	0	0.0	10	1.0	0.0				1
12	0.8571428571428571	5	0.35714285714285715	1	0.07142857142857142	14	1.0	0.0				1
16	0.9411764705882353	0	0.0	0	0.0	13	0.7647058823529411	0.7871265862012691				1
16	0.9411764705882353	0	0.0	11	0.6470588235294118	12	0.7058823529411765	1.0863128407412879				1
12	0.8571428571428571	0	0.0	1	0.07142857142857142	2	0.14285714285714285	1.1488348542809166				1
19	1.0	0	0.0	0	0.0	0	0.0	0.0				1
10	0.8333333333333334	0	0.0	0	0.0	0	0.0	0.41381685030363374				1
6	0.75	0	0.0	0	0.0	2	0.25	0.8112781244591328				1
8	1.0	0	0.0	0	0.0	5	0.625	0.9544340029249649				1
16	1.0	0	0.0	0	0.0	16	1.0	0.0				1
12	0.9230769230769231	0	0.0	0	0.0	13	1.0	0.0				1
0	0.0	0	0.0	0	0.0	0	0.0	0.0	220.177.68.113	220.243.137.31		0
2	1.0	0	0.0	0	0.0	0	0.0	0.0	1.84.114.119	220.243.137.15		0
1	1.0	0	0.0	0	0.0	0	0.0	0.0	120.208.185.36	220.243.133.94		0
0	0.0	0	0.0	0	0.0	0	0.0	0.0	120.208.185.36	220.243.137.15		0
1	1.0	0	0.0	0	0.0	0	0.0	0.0	43.243.148.213	220.243.178.69		0
1	1.0	0	0.0	0	0.0	0	0.0	0.0	43.243.148.213	220.243.178.70		0
4	1.0	0	0.0	0	0.0	0	0.0	0.0	36.56.53.215	220.243.137.15		0
1	1.0	0	0.0	0	0.0	0	0.0	0.0	112.7.44.35	220.243.133.94		0
1	1.0	0	0.0	0	0.0	0	0.0	0.0	112.7.44.35	220.243.137.15		0
0	0.0	0	0.0	0	0.0	0	0.0	0.0	223.91.89.240	220.243.137.15		0
0	0.0	0	0.0	0	0.0	0	0.0	0.0	111.25.144.10	220.243.137.31		0
0	0.0	0	0.0	0	0.0	0	0.0	0.0	171.14.170.159	220.243.137.31		0
2	0.6666666666666666	0	0.0	0	0.0	0	0.0	0.0	117.150.164.201	220.243.133.94		0
1	1.0	0	0.0	0	0.0	0	0.0	0.0	117.150.164.201	220.243.137.15		0
2	1.0	0	0.0	0	0.0	0	0.0	0.0	113.213.84.77	220.243.133.94		0
1	1.0	0	0.0	0	0.0	0	0.0	0.0	223.98.77.105	220.243.133.94		0
1	1.0	0	0.0	0	0.0	0	0.0	0.0	223.98.77.105	220.243.137.15		0
1	1.0	0	0.0	0	0.0	0	0.0	0.0	111.44.175.35	220.243.133.94		0
1	1.0	0	0.0	0	0.0	0	0.0	0.0	111.44.175.35	220.243.178.91		0
2	1.0	0	0.0	0	0.0	0	0.0	0.0	39.177.56.80	220.243.133.94		0
1	1.0	0	0.0	0	0.0	0	0.0	0.0	39.177.56.80	220.243.137.15		0
2	1.0	0	0.0	0	0.0	0	0.0	0.0	27.209.154.134	220.243.137.31		0
2	1.0	0	0.0	0	0.0	0	0.0	0.0	117.188.215.19	220.243.137.15		0
2	1.0	0	0.0	0	0.0	0	0.0	0.0	111.25.11.161	220.243.137.15		0
2	1.0	0	0.0	0	0.0	0	0.0	0.0	42.185.165.84	220.243.137.15		0
0	0.0	0	0.0	0	0.0	0	0.0	0.0	223.78.251.119	220.243.137.15		0
0	0.0	0	0.0	0	0.0	0	0.0	0.0	180.124.50.224	220.243.133.87		0
0	0.0	0	0.0	0	0.0	0	0.0	0.0	112.36.58.93	220.243.137.15		0
1	1.0	0	0.0	0	0.0	0	0.0	0.0	122.115.230.10	220.243.133.90		0
1	1.0	0	0.0	0	0.0	0	0.0	0.0	122.115.230.10	220.243.137.15		0
1	1.0	0	0.0	0	0.0	0	0.0	0.0	182.46.10.162	220.243.133.90		0
1	1.0	0	0.0	0	0.0	0	0.0	0.0	182.46.10.162	220.243.137.15		0
0	0.0	0	0.0	0	0.0	0	0.0	0.0	111.18.124.92	220.243.137.15		0
